_id,_name,_industry,_sector,_headquarters,_founded
2547,Quidgest,Technology,Software,Lisbon,1988
2548,R�dio e Televis�o de Portugal,Consumer services,Broadcasting & entertainment,Lisbon,1935
2549,Redes Energ�ticas Nacionais (REN),Utilities,Conventional electricity,Lisbon,1994
2550,Renova,Basic materials,Paper,Torres Novas,1939
2551,SAPO,Telecommunications,Fixed line telecommunications,Lisbon,1995
2552,Semapa,Industrials,Building materials & fixtures,Lisbon,1991
2553,Simoldes,Industrials,Diversified industrials,Oliveira de Azem�is,1959
2554,Soares da Costa,Industrials,Heavy construction,Porto,1918
2555,SIC,Consumer services,Broadcasting & entertainment,Lisbon,1992
2556,Sonae Ind�stria,Industrials,Diversified industrials,Maia,1959
2557,Sonae,Conglomerates,-,Maia,1959
2558,Sovena Group,Consumer goods,Farming & fishing,Oeiras,1956
2559,Sumol + Compal,Consumer goods,Food products,Oeiras,2008
2560,Tabaqueira,Consumer goods,Tobacco,Lisbon,1927
2561,TAP Air Portugal,Consumer services,Airlines,Lisbon,1945
2562,Televis�o Independente,Consumer services,Broadcasting & entertainment,Oeiras,1993
2563,The Navigator Company,Basic materials,Paper,Set�bal,2001
2564,Tranquilidade,Financials,Full line insurance,Lisbon,1871
2565,Tupam editores,Consumer services,Publishing,Lisbon,1977
2566,UMM,Industrials,Diversified industrials,Lisbon,1977
2567,Unicer Brewery,Consumer goods,Brewers,Matosinhos,1890
2568,Uniplaces,Technology,Internet,Lisbon,2012
2569,Visabeira,Conglomerates,-,Viseu,1980
2570,Vista Alegre,Consumer goods,Durable household products,�lhavo,1824
2571,Adev?rul Holding,Consumer services,Publishing,Bucharest,2008
2572,Angst,Consumer services,Food retailers & wholesalers,Buftea,1990
2573,Antibiotice Ia?i,Health care,Pharmaceuticals,Ia?i,1955
2574,Apulum,Consumer goods,Durable household products,Alba Iulia,1970
2575,Arctic S.A.,Consumer goods,Durable household products,G?e?ti,1968
2576,Automobile Dacia,Consumer goods,Automobiles,Mioveni,1966
2577,Banca Comercial? Rom�n? (BCR),Financials,Banks,Bucharest,1990
2578,Banca Transilvania,Financials,Banks,Cluj-Napoca,1993
2579,Blue Air,Consumer services,Airlines,Bucharest,2004
2580,BRD � Groupe Soci�t� G�n�rale,Financials,Banks,Bucharest,1923
2581,C?ile Ferate Rom�ne,Industrials,Railroads,Bucharest,1880
2582,Continental Hotels,Consumer services,Hotels,Bucharest,1991
2583,Dedeman,Consumer services,Retail services,Bac?u,1992
2584,European Drinks & Foods,Consumer goods,Food products,?tei,1993
2585,Farmec,Consumer goods,Personal products,Cluj-Napoca,1993
2586,Ford Romania,Consumer goods,Automobiles,Craiova,1976
2587,GeCAD Software,Technology,Software,Bucharest,1992
2588,Grup Feroviar Rom�n,Industrials,Railroads,Bucharest,2001
2589,Intact Media Group,Consumer services,Media agencies,Bucharest,1991
2590,Jolidon,Consumer goods,Clothing & accessories,Cluj-Napoca,1993
2591,Mangalia shipyard,Industrials,Commercial vehicles & trucks,Mangalia,1997
2592,Mega Image,Consumer services,Food retailers & wholesalers,Bucharest,1995
2593,Metrorex,Consumer services,Travel & tourism,Bucharest,1976
2594,Mobexpert,Consumer services,Specialty retailers,Bucharest,1993
2595,Napolact,Consumer goods,Food products,Cluj-Napoca,1905
2596,Orange Romania,Telecommunications,Mobile telecommunications,Bucharest,1997
2597,Petrom,Oil & gas,Integrated oil & gas,Bucharest,1991
2598,Petromidia Refinery,Oil & gas,Exploration & production,N?vodari,1974
2599,Po?ta Rom�n?,Industrials,Delivery services,Bucharest,1862
2600,Raiffeisen Romania,Financials,Banks,Bucharest,1998
2601,RCS & RDS,Telecommunications,Fixed line telecommunications,Bucharest,1993
2602,Realitatea-Ca?avencu,Consumer services,Media agencies,Bucharest,2006
2603,Regiotrans,Consumer services,Travel & tourism,Bra?ov,2005
2604,Roman,Industrials,Commercial vehicles & trucks,Bra?ov,1921
2605,Rompetrol,Oil & gas,Exploration & production,Bucharest,1974
2606,Romstal,Industrials,Industrial suppliers,Bucharest,1994
2607,Romtelecom,Telecommunications,Fixed line telecommunications,Bucharest,1989
2608,SIVECO Romania,Technology,Software,Bucharest,1992
2609,Softpedia,Technology,Software,Bucharest,2001
2610,Softwin,Technology,Software,Bucharest,1990
2611,TAROM,Consumer services,Airlines,Otopeni,1954
2612,Tehnoton,Consumer goods,Consumer electronics,Ia?i,1972
2613,Telekom Romania,Telecommunications,Fixed line telecommunications & mobile telecommunications,Bucharest,1991
2614,Terapia Ranbaxy,Health care,Pharmaceuticals,Cluj-Napoca,1920
2615,?iriac Holdings,Conglomerates,-,Bucharest,1990
2616,Transferoviar Grup,Industrials,Railroads,Cluj-Napoca,2003
2617,Trilulilu,Technology,Internet,Cluj-Napoca,2007
2618,Ubisoft Bucharest,Technology,Software,Bucharest,1992
2619,UPC Romania,Telecommunications,Fixed line telecommunications,Bucharest,1992
2620,Ursus Breweries,Consumer goods,Brewers,Bucharest,1878
2621,UTI Holdings,Conglomerates,-,Bucharest,1990
2622,Vodafone Romania,Telecommunications,Mobile telecommunications,Bucharest,1997
2623,Zentiva,Health care,Pharmaceuticals,Bucharest,1962
2624,Air Slovakia,Consumer services,Airlines,Bratislava,1993
2625,Cestn� a Stavebn� Mechanizmy Tisovec,Industrials,Defense,Detva,1955
2626,Doprastav,Industrials,Heavy construction,Bratislava[11],1953
2627,Elnec,Industrials,Electronic equipment,Pre�ov,1991
2628,ESET,Technology,Computer services,Bratislava,1992
2629,Glass LPS,Consumer goods,Durable household products,Medzilaborce,1999
2651,Tatra banka,Financials,Banks,Bratislava,1990
2652,O2 Slovakia,Telecommunications,Mobile telecommunications,Bratislava,2006
2653,Topvar,Consumer goods,Brewers,Ve?k� �ari�,1957
2654,Transpetrol AS,Oil & gas,Pipelines,Bratislava,1954
2655,U.S. Steel Ko�ice,Basic materials,Iron & steel,Ko�ice,2000
2656,Vag�nka,Industrials,Commercial vehicles & trucks,Trebi�ov,1922
2657,�elezni?n� spolo?nos? Slovensko,Industrials,Railroads,Bratislava,2004
2658,Zlat� Ba�ant,Consumer goods,Brewers,Hurbanovo,1969
2659,Academa,Technology,Software,Ljubljana,1992
2660,Adria Airways,Consumer services,Airlines,Zgornji Brnik,1961
2661,Adria Mobil,Consumer goods,Automobiles,Novo Mesto,1965
2662,Akrapovi?,Consumer goods,Automobiles,Ivan?na Gorica,1990
2663,Alpina �iri,Consumer goods,Footwear,�iri,1948
2664,Amebis,Technology,Software,Kamnik,2012
2665,AMIS,Telecommunications,Fixed line telecommunications,Maribor,1995
2666,BTC,Consumer services,Broadline retailers,Ljubljana,1954
2667,Elan,Consumer goods,Recreational products,Begunje na Gorenjskem,1945
2668,Goodyear Dunlop Sava Tires,Consumer goods,Automobiles,Kranj,1998
2669,Gorenje,Consumer goods,Durable household products,Velenje,1950
2670,Iskra (company),Industrials,Diversified industrials,Kranj,1946
2671,Istrabenz,Conglomerates,-,Koper,1948
2672,Krka,Health care,Pharmaceuticals,Novo Mesto,1954
2673,Litostroj,Industrials,Industrial machinery,Ljubljana,1946
2674,Ljubljana Jo�e Pu?nik Airport,Industrials,Transportation services,Ljubljana,1963
2675,Mercator,Consumer services,Food retailers & wholesalers,Ljubljana,1949
2676,Mobitel,Telecommunications,Mobile telecommunications,Ljubljana,1991
2677,Petrol Group,Consumer services,Specialty retailers,Ljubljana,1947
2678,Port of Koper,Industrials,Transportation services,Koper,1957
2679,Post of Slovenia,Industrials,Delivery services,Maribor,1995
2680,Slovenian Railways,Industrials,Railroads,Ljubljana,1991
2681,Slovenija ceste Tehnika,Industrials,Construction & materials,Ljubljana,1943
2682,Solinair,Consumer services,Airlines,Ljubljana,1991
2683,Tomos,Consumer goods,Automobiles,Koper,1954
2684,XLAB d.o.o,Technology,Software,Ljubljana,2001
2685,ZootFly,Technology,Software,Ljubljana,2002
2686,3scale,Technology,Software,Barcelona[3],2007
2687,Abengoa,Conglomerates,-,Seville,1941
2688,Abertis,Conglomerates,-,Barcelona,2003
2689,Acciona,Industrials,Heavy construction,Alcobendas,1997
2690,Acerinox,Basic materials,Iron & steel,Madrid,1970
2691,ACS Group,Industrials,Heavy construction,Madrid,1997
2692,Afinsa,Consumer services,Specialty retailers,Madrid,1980
2693,Akamon Entertainment,Technology,Software,Barcelona,2011
2694,Almirall,Health care,Pharmaceuticals,Barcelona,1943
2695,Amadeus IT Group,Technology,Software,Madrid,1987
2696,Astilleros y Talleres del Noroeste,Industrials,Shipbuilding,Fene,1944
2697,Atresmedia,Consumer services,Broadcasting & entertainment,San Sebasti�n de los Reyes,1988
2698,Balay,Consumer goods,Durable household products,Zaragoza,1947
2699,Banco Bilbao Vizcaya Argentaria (BBVA),Financials,Banks,Bilbao,1857
2700,Banco Popular Espa�ol,Financials,Banks,Madrid,1926
2701,Banco Sabadell,Financials,Banks,Sabadell,1881
2702,Banco Santander,Financials,Banks,Santander,1857
2703,Banesto,Financials,Banks,Madrid,1902
2704,Bankinter,Financials,Banks,Madrid,1965
2705,Bassols 1790,Consumer goods,Textiles,Vic,1790
2706,Bolsas y Mercados Espa�oles (BME),Financials,Banks,Madrid,1831
2707,BRB Internacional,Consumer services,Broadcasting & entertainment,Alcobendas,1972
2708,Budgetplaces,Consumer services,Travel & tourism,Barcelona,2003
2709,Calidad Pascual,Consumer goods,Food & beverage,Madrid,1969
2710,CATUAV,Industrials,Aerospace,Moi�,2007
2711,Chupa Chups,Consumer goods,Food products,Barcelona,1958
2712,CIE Automotive,Consumer goods,Auto parts,Bilbao,2002
2713,Cintra,Industrials,Heavy construction,Madrid,1998
2714,Cepsa,Oil & gas,Exploration & production,Madrid,1929
2715,Compa��a Log�stica de Hidrocarburos (CLH),Utilities,Oil & gas distribution,Madrid,1927
2716,Construcciones Aeron�uticas SA (CASA),Industrials,Aerospace,Madrid,1923
2717,Construcciones y Auxiliar de Ferrocarriles (CAF),Industrials,Commercial vehicles & trucks,Beasain,1917
2718,Copisa,Industrials,Heavy construction,Barcelona,1959
2719,Correos,Industrials,Delivery services,Madrid,1716
2720,Cortefiel,Consumer services,Apparel retailers,Madrid,1880
2721,Cupra,Consumer goods,Automobiles,Martorell,2018
2722,Curaxys,Health care,Biotechnology,C�diz,2009
2723,Deoleo,Consumer goods,Food products,C�rdoba,1955
2724,DIA,Consumer services,Food retailers & wholesalers,Las Rozas,1979
2725,Ebro Foods,Consumer goods,Food products,Madrid,1998
2726,Ebro trucks,Consumer goods,Automobiles,Barcelona,1954
2727,El Corte Ingl�s,Consumer services,Food retailers & wholesalers,Madrid,1940
2728,Enag�s,Utilities,Oil & gas distribution,Madrid,1972
2729,Endesa,Utilities,Conventional electricity,Madrid,1944
2730,Eroski,Consumer services,Food retailers & wholesalers,Elorrio,1969
2731,Euskaltel,Telecommunications,Fixed line telecommunications,Derio,1995
2732,Fagor,Consumer goods,Durable household products,Mondrag�n,1956
2733,Ferrovial,Industrials,Heavy construction,Madrid,1952
2734,Festina,Consumer goods,Clothing & accessories,Barcelona,1902
2735,Fierro Group,Conglomerates,-,Madrid[5],1961
2736,Fomento de Construcciones y Contratas,Industrials,Heavy construction,Barcelona,1900
2737,Gamesa,Oil & gas,Renewable energy equipment,Zamudio,1976
2738,Naturgy,Utilities,Oil & gas distribution,Madrid,1991
2739,GMV Innovating Solutions,Conglomerates,-,Tres Cantos,1984
2740,Grundig mobile,Technology,Telecommunications equipment,M�laga,2005
2741,Grupo Agbar,Utilities,Water,Barcelona,1867
2742,Grupo Antolin,Consumer goods,Auto parts,Burgos,1950
2743,Grupo Calvo,Consumer goods,Food products,Carballo,1940
2744,Grupo Gea Perona,Utilities,Oil & gas distribution,Murcia,1927
2745,Grupo Lo Monaco,Consumer goods,Furnishings,Granada,1996
2746,Grupo Puma,Industrials,Building materials & fixtures,Madrid,1985
2747,Hijos de Rivera,Consumer goods,Brewers,A Coru�a,1906
2748,Hipercor,Consumer services,Food retailers & wholesalers,Madrid,1979
2749,Iberdrola,Utilities,Conventional electricity,Bilbao,1992
2750,Iberia,Consumer services,Airlines,Madrid,1927
2751,IDAPT,Technology,Telecommunications equipment,Barcelona,2006
2752,Idilia Foods,Consumer goods,Food products,Barcelona,1940
2753,Inditex,Consumer services,Apparel retailers,Arteixo,1985
2754,Indra Sistemas,Industrials,Aerospace,Madrid,1993
2755,Inmobiliaria Colonial,Financials,Real estate holding & development,Madrid,1946
2756,Irizar,Industrials,Commercial vehicles & trucks,Ormaiztegi,1889
2757,Joma,Consumer goods,Clothing & accessories,Portillo de Toledo,1965
2758,Kelme,Consumer services,Apparel retailers,Elche,1977
2759,La Caixa,Financials,Banks,Valencia,1990
2760,La Casera,Consumer services,Food retailers & wholesalers,Madrid,1949
2761,Lacasa,Consumer goods,Food products,Zaragoza,1852
2762,Lladr�,Consumer goods,Recreational products,Tavernes Blanques,1953
2763,Llaollao,Consumer goods,Food products,Murcia,2009
2764,Mahou San Miguel,Consumer goods,Brewers,Madrid,1890
2765,Majorica,Consumer goods,Clothing & accessories,Palma,1890
2766,Mango,Consumer services,Apparel retailers,Palau-solit� i Plegamans,1984
2767,Mapfre,Financials,Full line insurance,Majadahonda,1933
2768,Marfeel,Technology,Software,Barcelona,2011
2769,Mediaset Espa�a Comunicaci�n,Consumer services,Broadcasting & entertainment,Madrid,1989
2770,Meli� Hotels International,Consumer services,Hotels,Palma,1956
2771,Mercadona,Consumer services,Food retailers & wholesalers,Tavernes Blanques,1977
2772,Mondragon Corporation,Conglomerates,-,Mondrag�n,1956
2773,Mutua Madrile�a,Financials,Full line insurance,Madrid,1930
2774,Naipes Heraclio Fournier,Industrials,Recreational products,Vitoria-Gasteiz,1868
2775,Natra,Conglomerates,-,Valencia,1943
2776,Navantia,Industrials,Shipbuilding,Madrid,2005
2777,NH Hotel Group,Consumer services,Hotels,Madrid,1978
2778,Nodosa Shipyard,Industrials,Shipbuilding,Bueu,1982
2779,Obrasc�n Huarte Lain,Industrials,Heavy construction,Madrid,1999
2780,Orbea,Consumer goods,Recreational products,Mallabia,1931
2781,Pacha Group,Consumer services,Travel & tourism,Ibiza,1967
2782,Pescanova,Consumer goods,Food products,Redondela,1960
2783,Planeta Group,Consumer services,Publishing,Barcelona,1949
2784,Porcelanosa,Industrials,Building materials & fixtures,Villarreal,1973
2785,PRISA TV,Consumer services,Broadcasting & entertainment,Tres Cantos,1989
2786,Private Media Group,Consumer services,Broadcasting & entertainment,Barcelona,1965
2787,Prosegur,Industrials,Business support services,Madrid,1976
2788,Pyro Studios,Technology,Software,Alcobendas,1996
2789,Red El�ctrica de Espa�a,Utilities,Conventional electricity,Alcobendas,1985
2790,Renfe,Consumer services,Travel & tourism,Madrid,2005
2791,Repsol,Oil & gas,Integrated oil & gas,Madrid,1987
2792,RTVE,Consumer services,Broadcasting & entertainment,Madrid,2007
2793,RIU Hotels,Consumer services,Hotels,Majorca,1953
2794,Sacyr,Industrials,Heavy construction,Madrid,1999
2795,Santana Motor,Consumer goods,Automobiles,Linares,1956
2796,SEAT,Consumer goods,Automobiles,Martorell,1950
2797,SENER,Industrials,Heavy construction,Getxo,1956
2798,Sener Aeron�utica,Industrials,Aerospace,Getxo,1956
2799,Talgo,Industrials,Commercial vehicles & trucks,Las Rozas de Madrid,1942
2800,T�cnicas Reunidas,Oil & gas,Oil equipment & services,Madrid,1959
2801,Telef�nica,Telecommunications,Fixed line telecommunications,Madrid,1924
2802,Telepizza,Consumer services,Restaurants & bars,Madrid,1987
2803,Terra,Technology,Internet,Madrid,1999
2804,Uralita Group,Industrials,Building materials & fixtures,Madrid,1907
2805,Vidal,Consumer goods,Food products,Molina de Segura,1963
2806,Vitelcom,Consumer goods,Consumer electronics,M�laga,2001
2807,Vodafone Spain,Telecommunications,Mobile telecommunications,Madrid,2000
2808,Vueling,Consumer services,Airlines,Barcelona,2004
2809,Zara,Consumer services,Apparel retailers,Arteixo,1974
2810,Zinkia Entertainment,Consumer services,Broadcasting & entertainment,Madrid,2001
2811,3H Biomedical,Health care,Biotechnology,Uppsala,2004
2812,AarhusKarlshamn,Consumer goods,Food products,Malm�,2005
2813,Abba Seafood,Consumer goods,Food products,Gothenburg,1883
2814,ABU Garcia,Consumer goods,Recreational products,Sv�ngsta[5],1921
2815,Acando,Technology,Software,Stockholm,2001
2816,Acast,Technology,Software,Stockholm,2014
2817,Acne Studios,Consumer goods,Clothing & accessories,Stockholm,1997
2818,�F,Industrials,Business support services,Stockholm,1895
2819,AGA,Oil & gas,Exploration & production,Lule�,1904
2820,�hl�ns,Consumer services,Broadline retailers,Stockholm,1899
2821,Alfa Laval,Industrials,Industrial machinery,Lund,1883
2822,Alfdex,Industrials,Industrial machinery,Landskrona,2002
2823,AP&T,Industrials,Industrial machinery,Ulricehamn,1989
2824,Apoteket,Health care,Pharmaceuticals,Stockholm,1970
2825,Aptilo Networks,Telecommunications,Mobile telecommunications,Stockholm,2001
2826,Arcam,Industrials,Industrial suppliers,M�lndal,1997
2827,ASEA,Industrials,Diversified industrials,V�ster�s,1883
2828,ABB,Industrials,Industrial machinery,V�ster�s/Z�rich,1988
2829,Assa Abloy,Industrials,Industrial suppliers,Stockholm,1994
2830,Astra AB,Health care,Pharmaceuticals,S�dert�lje,1913
2831,Atlas Copco,Industrials,Diversified industrials,Nacka,1873
2832,Atlet,Industrials,Commercial vehicles & trucks,M�lnlycke,1958
2833,Autoliv,Industrials,Business support services,Stockholm,1997
2834,Avalanche Studios,Technology,Software,Stockholm,2003
2835,Avanza,Financials,Investment services,Stockholm,1999
2836,Axel Johnson,Conglomerates,-,Stockholm,1873[6]
2837,Axel Johnson Group,Conglomerates,-,Stockholm,1873
2838,Axfood,Consumer services,Food retailers & wholesalers,Stockholm,1964
2839,Axis Communications,Technology,Computer hardware,Lund,1984
2840,BAE Systems,Industrials,Defense,�rnsk�ldsvik,2006[7]
2841,Bahco,Industrials,Diversified industrials,Enk�ping,1886
2842,Bahnhof,Telecommunications,Fixed line telecommunications,Stockholm,1994
2843,Ballograf,Consumer goods,Nondurable household products,Gothenburg,1945
2844,Berg Propulsion,Industrials,Industrial machinery,Gothenburg,1912
2845,Betsson,Consumer services,Gambling,Stockholm,1963
2846,Biacore,Health care,Biotechnology,Uppsala,1984
2847,BillerudKorsn�s,Basic materials,Paper,Solna,2012
2848,Bindomatic,Industrials,Industrial suppliers,Stockholm,1974
2849,BioGaia,Health care,Pharmaceuticals,Stockholm,1990
2850,Bj�rn Borg,Consumer goods,Clothing & accessories,Stockholm,2004
2851,Bofors,Industrials,Defense,Karlskoga,1873
2852,Boghammar Marin AB,Industrials,Commercial vehicles & trucks,Liding�,1906
2853,Boliden,Basic materials,General mining,Stockholm,1931
2854,Bolinder-Munktell,Industrials,Commercial vehicles & trucks,Eskilstuna,1932
2855,Bona AB,Industrials,Building materials & fixtures,Malm�,1919
2856,Bonnier Group,Consumer services,Broadcasting & entertainment,Stockholm,1804
2857,Braathens Regional Aviation,Consumer services,Airlines,Malm�,1981
2858,Bredbandsbolaget,Telecommunications,Fixed line telecommunications,Stockholm[8],1998
2859,Brio,Consumer goods,Toys,Malm�,1884
2860,Bure Equity,Financials,Investment services,Stockholm,1992
2861,Camfil,Industrials,Industrial machinery,Stockholm,1963
2862,Carnegie Investment Bank,Financials,Investment services,Stockholm,1803
2863,Casino Cosmopol,Consumer services,Gambling,Stockholm,1999
2864,Cederroth,Health care,Health care providers,Upplands V�sby,1895
2865,Cheap Monday,Consumer goods,Clothing & accessories,Stockholm,2000
2866,Clas Ohlson,Consumer services,Home improvement retailers,Insj�n,1918
2867,Clavia,Consumer goods,Recreational products,Stockholm,1983
